n,mse,coef_rmse,coef_max_abs_error
100,1.001679547550120e-03,2.971403584425797e-02,1.099498688395548e-01
200,1.007783974608155e-09,2.971403475611667e-02,1.099418306205921e-01
300,1.704959220909994e-16,2.971403475611647e-02,1.099418273143618e-01
400,2.884430663831149e-23,2.971403475611648e-02,1.099418273130019e-01
500,4.893366210030146e-30,2.971403475611648e-02,1.099418273130013e-01
600,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
700,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
800,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
900,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
1000,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
1100,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
1200,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
1300,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
1400,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
1500,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
1600,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
1700,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
1800,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
1900,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
2000,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
2100,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
2200,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
2300,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
2400,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
2500,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
2600,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
2700,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
2800,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
2900,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
3000,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
3100,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
3200,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
3300,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
3400,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
3500,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
3600,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
3700,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
3800,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
3900,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
4000,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
4100,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
4200,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
4300,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
4400,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
4500,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
4600,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
4700,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
4800,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
4900,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
5000,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
5100,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
5200,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
5300,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
5400,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
5500,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
5600,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
5700,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
5800,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
5900,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
6000,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
6100,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
6200,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
6300,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
6400,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
6500,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
6600,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
6700,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
6800,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
6900,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
7000,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
7100,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
7200,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
7300,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
7400,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
7500,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
7600,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
7700,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
7800,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
7900,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
8000,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
8100,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
8200,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
8300,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
8400,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
8500,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
8600,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
8700,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
8800,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
8900,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
9000,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
9100,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
9200,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
9300,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
9400,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
9500,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
9600,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
9700,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
9800,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
9900,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
10000,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
10100,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
10200,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
10300,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
10400,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
10500,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
10600,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
10700,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
10800,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
10900,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
11000,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
11100,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
11200,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
11300,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
11400,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
11500,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
11600,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
11700,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
11800,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
11900,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
12000,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
12100,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
12200,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
12300,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
12400,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
12500,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
12600,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
12700,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
12800,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
12900,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
13000,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
13100,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
13200,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
13300,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
13400,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
13500,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
13600,1.733336949948512e-33,2.971403475611648e-02,1.099418273130013e-01
