n,mse,coef_rmse,coef_max_abs_error
5000,4.631427053539238e-33,1.875827734000264e-17,8.326672684688674e-17
5100,3.943660942947984e-33,1.865565100513402e-17,8.326672684688674e-17
5200,5.007435252723205e-33,1.869397952895355e-17,8.326672684688674e-17
5300,4.510892803201402e-33,1.830361590515058e-17,8.326672684688674e-17
5400,3.801699671380763e-33,1.914541612552098e-17,8.326672684688674e-17
5500,4.684237782942021e-33,1.923469076268918e-17,8.326672684688674e-17
5600,5.397478854455990e-33,1.847991779259429e-17,8.326672684688674e-17
5700,3.803004697862206e-33,1.897349155263204e-17,8.326672684688674e-17
5800,5.940088927586520e-33,1.543282230277266e-17,6.938893903907228e-17
5900,2.397009834451726e-33,1.554576672808967e-17,6.938893903907228e-17
6000,3.006132140363504e-33,1.493103593863380e-17,6.938893903907228e-17
6100,3.545543458266576e-33,1.560776717850141e-17,6.938893903907228e-17
6200,3.450881368392597e-33,1.546523919549001e-17,6.938893903907228e-17
6300,3.280713044585640e-33,1.650948959039133e-17,6.938893903907228e-17
6400,4.150258659532969e-33,1.513651659236145e-17,6.938893903907228e-17
6500,2.699623398979814e-33,1.467866201854700e-17,6.938893903907228e-17
6600,3.433316191407130e-33,1.253119163700312e-17,5.551115123125783e-17
6700,1.974575192008444e-33,1.261909176152323e-17,5.551115123125783e-17
6800,2.019232222396183e-33,1.343070803344459e-17,5.551115123125783e-17
6900,3.070939259814168e-33,1.250977396061713e-17,5.551115123125783e-17
7000,1.692909348235032e-33,1.254133806307714e-17,5.551115123125783e-17
7100,2.220909437178061e-33,1.280500830254562e-17,5.551115123125783e-17
7200,2.264115907536885e-33,1.255678221817083e-17,5.551115123125783e-17
7300,2.478001924195839e-33,1.276708481952062e-17,5.551115123125783e-17
7400,1.875181032075796e-33,1.250862673885514e-17,5.551115123125783e-17
7500,2.089799763750976e-33,1.280118274870310e-17,5.551115123125783e-17
7600,1.914684695229529e-33,1.278364325211195e-17,5.551115123125783e-17
7700,2.877832838830364e-33,1.310218439180412e-17,5.551115123125783e-17
7800,2.667525820434001e-33,1.309511723798535e-17,5.551115123125783e-17
7900,2.297267669416516e-33,1.332247288839829e-17,5.551115123125783e-17
8000,2.196496770500184e-33,1.300285704046025e-17,5.551115123125783e-17
8100,2.201240595502362e-33,1.306524724629702e-17,5.551115123125783e-17
8200,1.913889590850633e-33,1.273777219068197e-17,5.551115123125783e-17
8300,2.704427997039930e-33,1.250359808201078e-17,5.551115123125783e-17
8400,1.661175768861791e-33,1.255969952489996e-17,5.551115123125783e-17
8500,1.891421779576191e-33,1.268961650719219e-17,5.551115123125783e-17
8600,2.071208821007622e-33,1.245381730336153e-17,5.551115123125783e-17
8700,2.530577907376762e-33,1.294215680086331e-17,5.551115123125783e-17
8800,2.447538165248234e-33,1.334189960385589e-17,5.551115123125783e-17
8900,2.183517432076145e-33,1.314461558115630e-17,5.551115123125783e-17
9000,1.989980750772581e-33,1.274074031803544e-17,5.551115123125783e-17
9100,1.975207137771447e-33,1.304775490625551e-17,5.551115123125783e-17
9200,1.672874222519617e-33,1.298970431820072e-17,5.551115123125783e-17
9300,2.487221914136514e-33,1.350623216035679e-17,5.551115123125783e-17
9400,3.134031568105853e-33,1.363877206884377e-17,5.551115123125783e-17
9500,2.634762441887882e-33,1.373744836284836e-17,5.551115123125783e-17
9600,2.388561732876518e-33,1.285211810148411e-17,5.551115123125783e-17
9700,2.066577373265382e-33,1.303751797545656e-17,5.551115123125783e-17
9800,2.924234038348494e-33,1.290977818254382e-17,5.551115123125783e-17
9900,2.673235108333868e-33,1.354223778550327e-17,5.551115123125783e-17
10000,2.133147058333028e-33,1.341877409121904e-17,5.551115123125783e-17
10100,1.690281207352822e-33,1.281481562667800e-17,5.551115123125783e-17
10200,2.444435447909238e-33,1.263190918522096e-17,5.551115123125783e-17
10300,1.689885036369236e-33,1.275368126984302e-17,5.551115123125783e-17
10400,2.146559132961804e-33,1.299926303348602e-17,5.551115123125783e-17
10500,2.890689661355689e-33,1.302707373358557e-17,5.551115123125783e-17
10600,2.225556518995167e-33,1.283743751391245e-17,5.551115123125783e-17
10700,2.263936762197820e-33,1.319289618659902e-17,5.551115123125783e-17
10800,2.551378044815692e-33,1.359843403334753e-17,5.551115123125783e-17
10900,2.487915250091987e-33,1.267818259327965e-17,5.551115123125783e-17
11000,3.058945808502163e-33,1.314029252550329e-17,5.551115123125783e-17
11100,2.598183151539605e-33,1.449345551429221e-17,5.551115123125783e-17
11200,2.367242210605517e-33,1.445587875851703e-17,5.551115123125783e-17
11300,3.078909346611614e-33,1.335659411223373e-17,5.551115123125783e-17
11400,3.141841346861205e-33,1.400305624036202e-17,5.551115123125783e-17
11500,2.500498535081876e-33,1.415089790822974e-17,5.551115123125783e-17
11600,3.327949227128518e-33,1.308053338691322e-17,5.551115123125783e-17
11700,2.774865918102025e-33,1.258061564320443e-17,5.551115123125783e-17
11800,2.516761616974937e-33,1.312262775585260e-17,5.551115123125783e-17
11900,2.945311122256478e-33,1.370621239681437e-17,5.551115123125783e-17
12000,1.888773537740583e-33,1.353401440879587e-17,5.551115123125783e-17
12100,3.186510161579810e-33,1.334961027553338e-17,5.551115123125783e-17
12200,1.794133165124736e-33,1.284742213861641e-17,5.551115123125783e-17
12300,2.517609501050185e-33,1.336489367259657e-17,5.551115123125783e-17
12400,3.372901424147748e-33,1.347735331482868e-17,5.551115123125783e-17
12500,2.192241723395917e-33,1.232683118438619e-17,5.551115123125783e-17
12600,2.142526063272010e-33,1.246471438182789e-17,5.551115123125783e-17
12700,2.554979524407742e-33,1.399400118345051e-17,5.551115123125783e-17
12800,2.876752324423088e-33,1.283291556336528e-17,5.551115123125783e-17
12900,2.497361258208966e-33,1.334080558273466e-17,5.551115123125783e-17
13000,4.039893845922966e-33,1.390237233915677e-17,5.551115123125783e-17
13100,2.775555632065530e-33,1.424953033075653e-17,5.551115123125783e-17
13200,2.536421524893570e-33,1.348823324869185e-17,5.551115123125783e-17
13300,2.252143732672631e-33,1.434209336952470e-17,5.551115123125783e-17
13400,3.594869082018040e-33,1.439830418103619e-17,5.551115123125783e-17
13500,2.373074007057259e-33,1.347162101691749e-17,5.551115123125783e-17
13600,2.819838385051967e-33,1.434194993680902e-17,5.551115123125783e-17
13700,2.314070773414345e-33,1.399689188058892e-17,5.551115123125783e-17
13800,2.584082207833888e-33,1.432753446227786e-17,5.551115123125783e-17
13900,2.944202395984783e-33,1.512615844788802e-17,5.551115123125783e-17
14000,2.905306816058729e-33,1.498652154904067e-17,5.551115123125783e-17
14100,2.958280704077406e-33,1.472244154238300e-17,5.551115123125783e-17
14200,3.538823186450283e-33,1.466508186372669e-17,5.551115123125783e-17
14300,2.396013573602045e-33,1.427239363730797e-17,5.551115123125783e-17
14400,2.341372217459368e-33,1.497983005227972e-17,5.551115123125783e-17
14500,3.799972157535955e-33,1.464643708055088e-17,5.551115123125783e-17
14600,2.703644530055107e-33,1.347200639685438e-17,5.551115123125783e-17
14700,1.932638843295684e-33,1.279455418323457e-17,5.551115123125783e-17
14800,2.116164426960469e-33,1.305899275947833e-17,5.551115123125783e-17
14900,2.309276989902257e-33,1.296206283145909e-17,5.551115123125783e-17
15000,2.356950808991946e-33,1.289014098671074e-17,5.551115123125783e-17
15100,2.448022468920773e-33,1.284742595097063e-17,5.551115123125783e-17
15200,1.627862192837930e-33,1.320807167789017e-17,5.551115123125783e-17
15300,2.374149613775620e-33,1.260716654485834e-17,5.551115123125783e-17
15400,2.317166907984976e-33,1.228122802388958e-17,5.551115123125783e-17
15500,2.036223405490144e-33,1.224647028726388e-17,5.551115123125783e-17
15600,2.730280291649259e-33,1.274364625983143e-17,5.551115123125783e-17
15700,1.837118995193910e-33,1.277409189742060e-17,5.551115123125783e-17
15800,1.625934382102582e-33,1.262426840155142e-17,5.551115123125783e-17
15900,2.659036987979538e-33,1.266221733726487e-17,5.551115123125783e-17
16000,3.638487915795133e-33,1.327242744878980e-17,5.551115123125783e-17
16100,3.024642885004773e-33,1.305198477645563e-17,5.551115123125783e-17
16200,2.697746369600421e-33,1.296820166304361e-17,5.551115123125783e-17
16300,3.173842270384022e-33,1.275250990137476e-17,5.551115123125783e-17
16400,3.382373087428934e-33,1.332976857335888e-17,5.551115123125783e-17
16500,2.718700261700438e-33,1.354132271603784e-17,5.551115123125783e-17
16600,3.316027980557013e-33,1.326693518051125e-17,5.551115123125783e-17
16700,2.629199532422050e-33,1.348052556789778e-17,5.551115123125783e-17
16800,2.904972571586913e-33,1.320869465046398e-17,5.551115123125783e-17
16900,1.466456474119743e-33,1.318721851712907e-17,5.551115123125783e-17
17000,2.572254354288556e-33,1.301517235318489e-17,5.551115123125783e-17
17100,1.915783077150938e-33,1.291812215533416e-17,5.551115123125783e-17
17200,2.491310312876032e-33,1.253375929875009e-17,5.551115123125783e-17
17300,2.347551085965030e-33,1.294745394530247e-17,5.551115123125783e-17
17400,2.213300822240334e-33,1.249115090073553e-17,5.551115123125783e-17
17500,2.275202700056101e-33,1.298346625403225e-17,5.551115123125783e-17
17600,2.371965163236129e-33,1.287044719063940e-17,5.551115123125783e-17
17700,1.833981835870436e-33,1.340425371475782e-17,5.551115123125783e-17
17800,2.364007330967291e-33,1.279967133992038e-17,5.551115123125783e-17
17900,2.884233052922287e-33,1.291772783435338e-17,5.551115123125783e-17
18000,2.606146207411464e-33,1.277675258273280e-17,5.551115123125783e-17
18100,2.649910244128242e-33,1.300529392023604e-17,5.551115123125783e-17
18200,2.013925100501091e-33,1.268135778343827e-17,5.551115123125783e-17
18300,1.931754753994430e-33,1.247198559268577e-17,5.551115123125783e-17
18400,1.887422277596954e-33,1.318200285918136e-17,5.551115123125783e-17
18500,2.885696161353396e-33,1.308067192949454e-17,5.551115123125783e-17
18600,2.372097318188520e-33,1.337450650720212e-17,5.551115123125783e-17
18700,2.416342543517807e-33,1.365476487463179e-17,5.551115123125783e-17
18800,1.808070298182535e-33,1.354274050486125e-17,5.551115123125783e-17
18900,2.433096511851771e-33,1.270080489185836e-17,5.551115123125783e-17
19000,2.236971862185437e-33,1.316196802974184e-17,5.551115123125783e-17
19100,2.192218037184748e-33,1.349580224790552e-17,5.551115123125783e-17
19200,3.398512742415159e-33,1.325860385357117e-17,5.551115123125783e-17
19300,2.548425203006427e-33,1.339562388006153e-17,5.551115123125783e-17
19400,2.038945262659473e-33,1.340561292796694e-17,5.551115123125783e-17
19500,2.709120225186947e-33,1.304806646964630e-17,5.551115123125783e-17
19600,2.351855276080001e-33,1.284808547122480e-17,5.551115123125783e-17
19700,2.250915576174891e-33,1.253589666158067e-17,5.551115123125783e-17
19800,2.450145059070052e-33,1.349950714997604e-17,5.551115123125783e-17
19900,2.035422188540623e-33,1.290716768749199e-17,5.551115123125783e-17
20000,2.480208444641767e-33,1.339362371373967e-17,5.551115123125783e-17
