n,mse,coef_rmse,coef_max_abs_error
4500,8.825065893581895e-07,2.676836826835027e-04,1.036056583664929e-03
4600,5.800591879889287e-07,2.453846423644309e-04,9.523764425025810e-04
4700,5.230703433521384e-07,2.233578491968830e-04,8.731339072465538e-04
4800,4.516608998060130e-07,2.024829312620318e-04,7.867120408040079e-04
4900,4.390129213577520e-07,1.798750164350397e-04,6.988757475293178e-04
5000,3.186896988149253e-07,1.614660637840885e-04,6.321814150672400e-04
5100,2.122704429616206e-07,1.479453380485704e-04,5.796033020884495e-04
5200,2.017433360606248e-07,1.338562216493708e-04,5.264462242670076e-04
5300,1.816023302989023e-07,1.197560383661383e-04,4.707363748932547e-04
5400,1.242733604783853e-07,1.090454329519193e-04,4.297676348116036e-04
5500,1.114976265842339e-07,9.846684172542969e-05,3.849689727810912e-04
5600,9.674004538099575e-08,8.828994689210789e-05,3.449880406007910e-04
5700,6.893015601242909e-08,8.024287387796438e-05,3.122825506949173e-04
5800,8.842458850996434e-08,6.860551197500742e-05,2.691449423352504e-04
5900,3.453215592561458e-08,6.345077189090397e-05,2.485893241795240e-04
6000,3.849883958912581e-08,5.716158460251413e-05,2.241500028375559e-04
6100,3.446849279326065e-08,5.088148680432723e-05,1.999355875948183e-04
6200,2.980798586099478e-08,4.475769452531605e-05,1.759394938204151e-04
6300,2.109978468262955e-08,3.984825633071336e-05,1.569043897278882e-04
6400,1.833460517593747e-08,3.503337178090906e-05,1.388537999607309e-04
6500,1.008772233570923e-08,3.206964201172292e-05,1.263572710894362e-04
6600,9.619289047757772e-09,2.897029103621170e-05,1.147357399629845e-04
6700,8.234780547815030e-09,2.602092195265390e-05,1.028097688484386e-04
6800,5.957031231022485e-09,2.365753456227497e-05,9.326174772082696e-05
6900,5.249811396369222e-09,2.136370467639525e-05,8.372170027279302e-05
7000,2.985133203904594e-09,1.993983984654809e-05,7.717587802572035e-05
7100,3.552640012161907e-09,1.809755878020658e-05,6.948477645907225e-05
7200,3.116735819064887e-09,1.631412028860207e-05,6.259756006161965e-05
7300,2.185773618888822e-09,1.493486240121247e-05,5.716917832267188e-05
7400,2.138084259007488e-09,1.345113417811483e-05,5.144719330948955e-05
7500,1.687233108691477e-09,1.215368338713808e-05,4.664651647966200e-05
7600,1.333975851507368e-09,1.101884819538504e-05,4.242656312775095e-05
7700,1.182278702289036e-09,9.905757266562727e-06,3.810294428716055e-05
7800,9.407838004462022e-10,8.921153879842867e-06,3.432761638122450e-05
7900,8.478086854619403e-10,7.931823542066750e-06,3.009022725217192e-05
8000,5.522649446928706e-10,7.213959618298012e-06,2.713914949434293e-05
8100,3.415408624493393e-10,6.731704535200259e-06,2.507926941858196e-05
8200,3.602296721386462e-10,6.180912565522917e-06,2.299345538255004e-05
8300,4.824651426678238e-10,5.358654126887460e-06,2.003612564227542e-05
8400,2.448993384324077e-10,4.887426357150131e-06,1.853647282139270e-05
8500,1.862836839310175e-10,4.496653186530847e-06,1.684903267745730e-05
8600,2.195122412333322e-10,3.987100789276110e-06,1.504417800474167e-05
8700,1.515656983288378e-10,3.593232369207159e-06,1.359541812527565e-05
8800,1.103605483564950e-10,3.277115505430982e-06,1.237801938148986e-05
8900,8.897430529860840e-11,2.997453642784965e-06,1.131312515627314e-05
9000,7.112634021658604e-11,2.753789656596560e-06,1.032701670974912e-05
9100,6.092297117751103e-11,2.525896223704455e-06,9.438322871077598e-06
9200,4.257627771372560e-11,2.353924590849785e-06,8.698587342717556e-06
9300,4.023952647670413e-11,2.179300350934724e-06,8.031538584904463e-06
9400,5.299143360872845e-11,1.925456829096295e-06,7.033544553419757e-06
9500,3.451541273217101e-11,1.740200326973482e-06,6.342786370572284e-06
9600,2.915304630369774e-11,1.566513386197490e-06,5.722791095535973e-06
9700,1.692201297419103e-11,1.456120603405561e-06,5.235963607796990e-06
9800,2.627899049151092e-11,1.266431490656743e-06,4.556266434543876e-06
9900,1.213460985299037e-11,1.168164060215532e-06,4.123524088892050e-06
10000,1.048189270140741e-11,1.076175999177466e-06,3.745949663402914e-06
10100,9.233782889284170e-12,9.878774422427040e-07,3.456735460843907e-06
10200,9.689684071970194e-12,8.860906009214469e-07,3.095847551579101e-06
10300,7.392527980182286e-12,7.996711976465755e-07,2.809815496759849e-06
10400,5.652638354297530e-12,7.266864974086251e-07,2.555837637738256e-06
10500,4.473348037836464e-12,6.634552991878941e-07,2.318209883819811e-06
10600,3.771609239975381e-12,6.048572034185997e-07,2.119259024033204e-06
10700,3.650918419294239e-12,5.421177701055768e-07,1.898541948430754e-06
10800,3.139948701516722e-12,4.818860767095146e-07,1.691014053450957e-06
10900,2.585158925624309e-12,4.259553004953371e-07,1.496440563963919e-06
11000,1.716747720530606e-12,3.842415321003765e-07,1.356785953324224e-06
11100,1.401157348161738e-12,3.465051469338031e-07,1.215436575122131e-06
11200,1.058602809966224e-12,3.149531887857684e-07,1.100537407497382e-06
11300,1.162535993399407e-12,2.762982380025095e-07,9.708227638183242e-07
11400,7.354775989075783e-13,2.487074169858135e-07,8.715056729474702e-07
11500,6.868957618935342e-13,2.198458209267875e-07,7.774938610843884e-07
11600,5.090562619012123e-13,1.957819133005321e-07,6.896479128465360e-07
11700,3.873379400520687e-13,1.752286243206259e-07,6.158442146936283e-07
11800,3.132865434025151e-13,1.566514672674910e-07,5.469802591973050e-07
11900,2.123439745724953e-13,1.426671628893464e-07,4.949551538901975e-07
12000,1.683565538448202e-13,1.305190260854650e-07,4.547275132271711e-07
12100,1.549657996257735e-13,1.182747716344177e-07,4.122288214253311e-07
12200,1.109964704051646e-13,1.086096010688355e-07,3.789170787416030e-07
12300,1.216331959368682e-13,9.695743164201124e-08,3.372109511762256e-07
12400,9.151866632464962e-14,8.719636084017926e-08,3.030220609573364e-07
12500,7.446084397931389e-14,7.836010785252140e-08,2.708271485962754e-07
12600,4.671217051906641e-14,7.224671329437398e-08,2.479131043786609e-07
12700,4.626389624963394e-14,6.563164812949161e-08,2.235565654401528e-07
12800,3.516012391394539e-14,6.011701455597273e-08,2.060670850900781e-07
12900,3.207771637528589e-14,5.461081777927284e-08,1.867275354616726e-07
13000,2.887025416597582e-14,4.912663357325817e-08,1.662129971991000e-07
13100,2.069214731259943e-14,4.478509453879666e-08,1.513432605904086e-07
13200,1.664834938975404e-14,4.096092318634670e-08,1.376175058076523e-07
13300,2.018237949302500e-14,3.578659195374661e-08,1.235920193409790e-07
13400,1.087054048965124e-14,3.265473578610363e-08,1.116794707406443e-07
13500,7.360580211317730e-15,3.034971161634975e-08,1.037477742049653e-07
13600,7.987615656285701e-15,2.763339698860899e-08,9.353345971352400e-08
13700,5.633095249112502e-15,2.554267208892630e-08,8.618147960548495e-08
13800,5.236551684550461e-15,2.343497946736407e-08,7.878756513868268e-08
13900,5.775230691209483e-15,2.086849112493519e-08,6.993119827658489e-08
14000,4.062965597897241e-15,1.885450328789159e-08,6.275213881856700e-08
14100,2.916803178401650e-15,1.726419269057227e-08,5.785082671239117e-08
14200,2.677243961899093e-15,1.566417689060818e-08,5.185835813548145e-08
14300,2.601168925332584e-15,1.393387257569230e-08,4.647990885231490e-08
14400,1.713596421885858e-15,1.266500176705430e-08,4.175613324552963e-08
14500,1.300347160145442e-15,1.161144011454489e-08,3.809606757831929e-08
14600,1.239419263349303e-15,1.050612183334672e-08,3.442693703725741e-08
14700,8.572489807475478e-16,9.666775461864305e-09,3.190304653788445e-08
14800,6.348173338563985e-16,8.995756527654210e-09,2.964772755076339e-08
14900,7.837619864535248e-16,8.092427749683364e-09,2.652414615722520e-08
15000,7.096342071486040e-16,7.177732994155405e-09,2.338651733380104e-08
15100,4.751562478324636e-16,6.492631607491128e-09,2.126641357458325e-08
15200,3.025024929608490e-16,6.015521298754834e-09,1.957168184463232e-08
15300,2.373330272658814e-16,5.613099099823860e-09,1.802401557171596e-08
15400,2.763881103133150e-16,5.105995837699350e-09,1.615748707051168e-08
15500,2.044021457035769e-16,4.695529904549077e-09,1.464161958342203e-08
15600,1.989035828089304e-16,4.259411657402006e-09,1.334509538986062e-08
15700,1.194011205909496e-16,3.973497229298978e-09,1.249742309639146e-08
15800,1.049497939852314e-16,3.704542240517271e-09,1.156824619430452e-08
15900,1.083135739421280e-16,3.404533267506909e-09,1.049479472770010e-08
16000,1.257445077436680e-16,3.019272013747764e-09,9.260151950796214e-09
16100,1.056137055936154e-16,2.653242348991911e-09,8.290266792498890e-09
16200,6.697206445367919e-17,2.392167549826067e-09,7.346583952294594e-09
16300,4.723074073574692e-17,2.189571590289796e-09,6.654549966622625e-09
16400,4.237254492773485e-17,1.989999504339027e-09,5.937022914959122e-09
16500,3.645745016245424e-17,1.800684603545073e-09,5.379738821087443e-09
16600,3.395780887817834e-17,1.604445677346112e-09,4.734714217913272e-09
16700,2.198009762517946e-17,1.463421931346557e-09,4.286175900314326e-09
16800,1.919798078930235e-17,1.328008575879760e-09,3.793013722552807e-09
16900,1.767634252773009e-17,1.189290322740691e-09,3.483077465338269e-09
17000,9.880333950221429e-18,1.104414343952296e-09,3.231159811933892e-09
17100,9.331244083070030e-18,1.017809420837757e-09,3.008010007743422e-09
17200,1.109153978070043e-17,9.041114561229738e-10,2.745305816009846e-09
17300,7.152566641304582e-18,8.225590418403295e-10,2.445621982705148e-09
17400,6.655618263822261e-18,7.385693390886142e-10,2.189241052330537e-09
17500,5.547094008562004e-18,6.604145531013916e-10,1.958807199775592e-09
17600,3.960317818821982e-18,5.984100077901978e-10,1.751652295434170e-09
17700,2.103606736006289e-18,5.627055587896149e-10,1.639733404612542e-09
17800,2.617604705697032e-18,5.148947693712113e-10,1.520276557420708e-09
17900,2.342574107963688e-18,4.679476845492979e-10,1.371825583684760e-09
18000,1.952615564200203e-18,4.250260431173693e-10,1.226070148185876e-09
18100,1.506606818301937e-18,3.885817115977258e-10,1.118129130950329e-09
18200,1.325348699498821e-18,3.533402166788667e-10,1.020613440982920e-09
18300,1.039167025783025e-18,3.230515468765801e-10,9.320916677379998e-10
18400,9.665168307366331e-19,2.920759913442516e-10,8.367656151309077e-10
18500,8.600815619470898e-19,2.614804074581104e-10,7.439035221157297e-10
18600,6.795903392880790e-19,2.345663227113116e-10,6.587215911624256e-10
18700,4.813539304436117e-19,2.133896201853621e-10,5.943784353590331e-10
18800,1.878206777176687e-19,2.045120858448317e-10,5.648470441377285e-10
18900,4.341234328143820e-19,1.823990891099795e-10,5.145452675048290e-10
19000,3.933495085898400e-19,1.597333509929562e-10,4.577189044452368e-10
19100,2.648441953152932e-19,1.424890602935254e-10,4.046344370678412e-10
19200,2.178195058122578e-19,1.265874632605143e-10,3.564563089142325e-10
19300,1.311640613197870e-19,1.159341499054200e-10,3.318232216775741e-10
19400,9.682536381084928e-20,1.073738564168085e-10,3.049296648516275e-10
19500,1.769248912586340e-19,8.970850317129316e-11,2.593791154081870e-10
19600,8.001656120220268e-20,8.043335993473168e-11,2.383083730350677e-10
19700,8.341860567195162e-20,6.946232475812358e-11,2.056659981208853e-10
19800,5.133050570626411e-20,6.174882464452881e-11,1.879090355538793e-10
19900,2.819033120014773e-20,5.707204439981058e-11,1.736430027543534e-10
20000,3.554179588651970e-20,5.056054185806536e-11,1.553322886982400e-10
