n,mse,coef_rmse,coef_max_abs_error
14000,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
14100,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
14200,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
14300,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
14400,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
14500,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
14600,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
14700,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
14800,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
14900,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
15000,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
15100,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
15200,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
15300,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
15400,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
15500,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
15600,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
15700,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
15800,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
15900,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
16000,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
16100,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
16200,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
16300,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
16400,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
16500,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
16600,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
16700,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
16800,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
16900,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
17000,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
17100,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
17200,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
17300,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
17400,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
17500,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
17600,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
17700,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
17800,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
17900,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
