n,mse,coef_rmse,coef_max_abs_error
4900,2.735669222099721e-17,1.317997010540955e-09,4.158573409240862e-09
5000,1.454897180091421e-17,9.007086829414490e-10,2.921221646523531e-09
5100,7.098885187327460e-18,6.006355908044629e-10,2.049779165846921e-09
5200,2.980019380839535e-18,4.155522318427172e-10,1.430971181826113e-09
5300,1.315086529966085e-18,2.991491470390068e-10,1.013834183272166e-09
5400,6.834456944859477e-19,2.144575110234887e-10,7.184194281140144e-10
5500,3.185029261969362e-19,1.608643419410208e-10,5.486152573896952e-10
5600,2.185663211900559e-19,1.102119497036519e-10,3.567980563778939e-10
5700,9.082553995109215e-20,8.006389459994246e-11,2.486877787033492e-10
5800,6.476739305726920e-20,4.885227072372866e-11,1.509794234078043e-10
5900,1.714068842924602e-20,3.603573313466850e-11,1.151724965398060e-10
6000,1.000773359734182e-20,2.578072818342070e-11,8.528768663529362e-11
6100,5.972298217193887e-21,1.696027807209330e-11,5.641328376659871e-11
6200,2.530748692527145e-21,1.134722491791442e-11,3.818239474595586e-11
6300,1.050278664113965e-21,7.915251357558255e-12,2.693011091903230e-11
6400,5.629372872048588e-22,5.217180638893774e-12,1.866505561221032e-11
6500,1.876545855565023e-22,3.911672350899372e-12,1.384972692086706e-11
6600,9.902608360239399e-23,3.009116815502492e-12,1.050466658103488e-11
6700,5.998668533114003e-23,2.294746879143933e-12,7.684658465123562e-12
6800,3.410601843230129e-23,1.759913818929044e-12,5.699080096732700e-12
6900,2.796432511172499e-23,1.155149413900448e-12,3.765168732350332e-12
7000,8.328798022829011e-24,8.983311237948093e-13,2.915070962394850e-12
7100,4.956638285204651e-24,7.017570236233432e-13,2.084131478508056e-12
7200,5.165736568342917e-24,4.063927034686366e-13,1.242048131011586e-12
7300,1.313401070905258e-24,2.858714997635546e-13,8.837305887077207e-13
7400,7.039428589888062e-25,1.927581660723239e-13,6.043013311973766e-13
7500,3.119002905588437e-25,1.320039742227060e-13,4.268807529683727e-13
7600,1.375959891826242e-25,9.324190867310242e-14,2.997671555426962e-13
7700,6.572374773284785e-26,6.733104485743854e-14,2.111366637080891e-13
7800,2.938108538054702e-26,5.165572007003142e-14,1.616554112793267e-13
7900,2.715587043667962e-26,3.100536724650121e-14,9.642980858259875e-14
8000,6.574869078774038e-27,2.336147343221523e-14,7.108896804552955e-14
8100,4.041846810390603e-27,1.704029520971749e-14,4.951594689828198e-14
8200,2.059482921768514e-27,1.261252941070605e-14,3.788636071533347e-14
8300,1.317460888464081e-27,8.727186371390398e-15,2.432082313319484e-14
8400,5.376280211596982e-28,6.487358491781257e-15,1.701416785238052e-14
8500,2.477832718513743e-28,5.135796321235042e-15,1.191408083300871e-14
8600,2.141675544655313e-28,3.584778145272355e-15,8.763823000634829e-15
8700,9.392866209440157e-29,2.625476024811859e-15,6.397660179402465e-15
8800,5.893803979393305e-29,1.777742093065581e-15,4.267419750902945e-15
8900,2.404358024646315e-29,1.282823274460426e-15,3.018418848199644e-15
9000,1.095902312233662e-29,9.755744418225424e-16,2.352285033424550e-15
9100,7.778096771893408e-30,6.790627463375898e-16,1.582067810090848e-15
9200,2.731375689813356e-30,5.432038354037739e-16,1.235123114895487e-15
9300,2.267741366861043e-30,3.910361351213862e-16,8.812395257962180e-16
9400,1.344446158816963e-30,2.607858624950398e-16,6.453171330633722e-16
9500,5.973277816279727e-31,1.800922546658337e-16,4.718447854656915e-16
9600,2.391211301845249e-31,1.411217257181055e-16,3.747002708109903e-16
9700,1.078402297834199e-31,1.243684770823772e-16,3.330669073875470e-16
9800,1.633038619744615e-31,8.429248600016993e-17,2.359223927328458e-16
9900,4.577483770594269e-32,7.241981414468798e-17,1.942890293094024e-16
10000,4.049276782890552e-32,6.467332831296316e-17,1.873501354054952e-16
10100,2.691857624855485e-32,6.031561409751140e-17,1.804112415015879e-16
10200,3.992998968164850e-32,5.246892769982067e-17,1.526556658859590e-16
10300,2.090042685536045e-32,5.051944022740850e-17,1.526556658859590e-16
10400,2.661963252596215e-32,4.933021193624093e-17,1.526556658859590e-16
10500,2.353544896395043e-32,4.831031091248403e-17,1.526556658859590e-16
10600,2.493586040551865e-32,4.765046551505680e-17,1.526556658859590e-16
10700,2.828523407513583e-32,4.694986108188732e-17,1.526556658859590e-16
10800,2.614561571469001e-32,4.712995583816818e-17,1.526556658859590e-16
10900,2.784878019319105e-32,4.703029104859713e-17,1.526556658859590e-16
11000,2.613241867471219e-32,4.713001403509219e-17,1.526556658859590e-16
11100,2.429877747506411e-32,4.645440149771596e-17,1.526556658859590e-16
11200,1.889306844833871e-32,4.634183511510955e-17,1.526556658859590e-16
11300,2.692808917168775e-32,4.649682264792903e-17,1.526556658859590e-16
11400,2.047782588781337e-32,4.658755884546162e-17,1.526556658859590e-16
11500,2.054314533913000e-32,4.707882493620394e-17,1.526556658859590e-16
11600,3.290305971864057e-32,4.488302909893388e-17,1.526556658859590e-16
11700,1.890776216445819e-32,4.468601763116346e-17,1.526556658859590e-16
11800,2.389230636181910e-32,4.458205078281460e-17,1.526556658859590e-16
11900,2.230692747521537e-32,4.456970492899454e-17,1.526556658859590e-16
12000,1.993749568597626e-32,4.463090401529929e-17,1.526556658859590e-16
12100,1.819217221278557e-32,4.462070450817657e-17,1.526556658859590e-16
12200,1.986256314471436e-32,4.452711097639137e-17,1.526556658859590e-16
12300,1.994214187882576e-32,4.407749226863530e-17,1.526556658859590e-16
12400,2.339957298419170e-32,4.406794491117414e-17,1.526556658859590e-16
12500,2.044812428266863e-32,4.349830848908363e-17,1.526556658859590e-16
12600,1.789497791231364e-32,4.312776491963030e-17,1.526556658859590e-16
12700,1.814709288605230e-32,4.319126575038961e-17,1.526556658859590e-16
12800,1.778053554389951e-32,4.328382238432351e-17,1.526556658859590e-16
12900,1.915960623817686e-32,4.376022836141367e-17,1.526556658859590e-16
13000,2.432730886088892e-32,4.330779497115218e-17,1.526556658859590e-16
13100,1.879937599436737e-32,4.320895594261027e-17,1.526556658859590e-16
13200,2.001189465565864e-32,4.339632343250404e-17,1.526556658859590e-16
13300,2.305090067103724e-32,4.315444832930717e-17,1.526556658859590e-16
13400,2.226907937830533e-32,4.326994703951664e-17,1.526556658859590e-16
13500,1.465139885181991e-32,4.323553033658231e-17,1.526556658859590e-16
13600,1.642253299977307e-32,4.297107801819361e-17,1.526556658859590e-16
13700,1.669452546543469e-32,4.281824702124475e-17,1.526556658859590e-16
13800,1.818151597445970e-32,4.279855288773142e-17,1.526556658859590e-16
13900,2.499782964650756e-32,4.320566516066381e-17,1.526556658859590e-16
14000,1.993844553683960e-32,4.302671609410648e-17,1.526556658859590e-16
14100,1.600507263799945e-32,4.315229070061170e-17,1.526556658859590e-16
14200,2.700550094073812e-32,4.214600331245011e-17,1.526556658859590e-16
14300,1.909683463413144e-32,4.194745955648910e-17,1.526556658859590e-16
14400,1.907595429859042e-32,4.194742336007719e-17,1.526556658859590e-16
14500,2.226109542067455e-32,4.209953452466390e-17,1.526556658859590e-16
14600,1.914173684325340e-32,4.258398473549405e-17,1.526556658859590e-16
14700,1.515197465755826e-32,4.247364028743607e-17,1.526556658859590e-16
14800,1.466162506492489e-32,4.222596070301332e-17,1.526556658859590e-16
14900,1.572436082544116e-32,4.196875164520072e-17,1.526556658859590e-16
15000,1.923672854174335e-32,4.192587628115866e-17,1.526556658859590e-16
15100,1.904752238162822e-32,4.184972869755517e-17,1.526556658859590e-16
15200,1.656442692286083e-32,4.233883290102719e-17,1.526556658859590e-16
15300,1.444379479452119e-32,4.198289837281747e-17,1.526556658859590e-16
15400,1.639109792984338e-32,4.219398803558644e-17,1.526556658859590e-16
15500,1.749237391834345e-32,4.202353378021781e-17,1.526556658859590e-16
15600,1.768875811716245e-32,4.193256851824937e-17,1.526556658859590e-16
15700,1.853363010568601e-32,4.203149696896410e-17,1.526556658859590e-16
15800,1.662118543249141e-32,4.179311088147136e-17,1.526556658859590e-16
15900,1.461592102171888e-32,4.138510729058713e-17,1.526556658859590e-16
16000,2.116745215209324e-32,4.112550723517689e-17,1.526556658859590e-16
16100,1.616264483454073e-32,4.138459956953028e-17,1.526556658859590e-16
16200,2.260209692789329e-32,4.176583332826864e-17,1.526556658859590e-16
16300,1.595094488472600e-32,4.131104082664325e-17,1.526556658859590e-16
16400,2.262879334499594e-32,4.111759371986256e-17,1.526556658859590e-16
16500,1.650465350531925e-32,4.153459634308282e-17,1.526556658859590e-16
16600,2.188966862256084e-32,4.140166694397768e-17,1.526556658859590e-16
16700,1.954949655544630e-32,4.157291903834176e-17,1.526556658859590e-16
16800,1.975226087475066e-32,4.184320581517241e-17,1.526556658859590e-16
16900,1.323366650099232e-32,4.175775379363072e-17,1.526556658859590e-16
17000,1.485088012560502e-32,4.164750294332721e-17,1.526556658859590e-16
17100,1.524336687479655e-32,4.145244644092037e-17,1.526556658859590e-16
17200,1.827862553173417e-32,4.147126574685117e-17,1.526556658859590e-16
17300,1.915792151967326e-32,4.137495286946479e-17,1.526556658859590e-16
17400,1.676585288307206e-32,4.195675632961778e-17,1.526556658859590e-16
17500,1.940008228969972e-32,4.147668515295404e-17,1.526556658859590e-16
17600,1.778305639153484e-32,4.163085754222751e-17,1.526556658859590e-16
17700,1.264783020919787e-32,4.145121640920129e-17,1.526556658859590e-16
17800,1.651730840730247e-32,4.173194604549881e-17,1.526556658859590e-16
17900,2.078318764976779e-32,4.201561804296594e-17,1.526556658859590e-16
18000,2.087112721785582e-32,4.208773707892579e-17,1.526556658859590e-16
18100,1.863969695930111e-32,4.242210309891401e-17,1.526556658859590e-16
18200,2.291412061857330e-32,4.134783537136633e-17,1.526556658859590e-16
18300,1.676806580261536e-32,4.132735876047130e-17,1.526556658859590e-16
18400,1.672519987296997e-32,4.149877941187244e-17,1.526556658859590e-16
18500,2.174681899317850e-32,4.166648100420969e-17,1.526556658859590e-16
18600,1.691818774534849e-32,4.170772532855002e-17,1.526556658859590e-16
18700,1.524939857140949e-32,4.165309461553801e-17,1.526556658859590e-16
18800,8.805486022498413e-33,4.160514884234200e-17,1.526556658859590e-16
18900,1.792390835643003e-32,4.125584327855371e-17,1.526556658859590e-16
19000,1.668488829254891e-32,4.187043764123529e-17,1.526556658859590e-16
19100,1.919390899269694e-32,4.231319551837106e-17,1.526556658859590e-16
19200,2.361659325082561e-32,4.260166381882190e-17,1.526556658859590e-16
19300,1.304817584342126e-32,4.230259234269965e-17,1.526556658859590e-16
19400,1.555777317497624e-32,4.173541522719256e-17,1.526556658859590e-16
19500,2.028710392773284e-32,4.205555567615060e-17,1.526556658859590e-16
19600,2.062258997872333e-32,4.214155446249157e-17,1.526556658859590e-16
19700,2.387583815616182e-32,4.210262209602419e-17,1.526556658859590e-16
19800,1.771022170361298e-32,4.225501377939595e-17,1.526556658859590e-16
19900,1.649656093201045e-32,4.178950350087895e-17,1.526556658859590e-16
20000,1.699307611006332e-32,4.159158609111349e-17,1.526556658859590e-16
