n,mse,coef_rmse,coef_max_abs_error
10600,6.512935642466041e-06,8.232136279757663e-04,3.172649312648462e-03
10700,6.514190300441593e-06,7.965301598241277e-04,3.066090677191033e-03
10800,7.030908304651212e-06,7.667277297165961e-04,2.949950471543963e-03
10900,6.968202652691647e-06,7.359988004279626e-04,2.836179746805292e-03
11000,5.149612692073408e-06,7.124216169763954e-04,2.744734130377444e-03
11100,5.649297986148905e-06,6.856301501609336e-04,2.639609175980481e-03
11200,4.048655565176953e-06,6.657525683825480e-04,2.559731224578879e-03
11300,5.891169298161854e-06,6.357469275011484e-04,2.456320843128121e-03
11400,4.046615453190391e-06,6.142745891366548e-04,2.370398158390491e-03
11500,4.233182874970274e-06,5.909818131688632e-04,2.287190636985112e-03
11600,3.787414126988185e-06,5.693490138488280e-04,2.198233287931811e-03
11700,3.550401216217731e-06,5.482811884273813e-04,2.118561882856251e-03
11800,3.387402896574143e-06,5.273991387889201e-04,2.037331044160845e-03
11900,2.590106884240918e-06,5.108484227309733e-04,1.969514757922342e-03
12000,2.171735125356217e-06,4.965469439379607e-04,1.912264351242934e-03
12100,2.511229722629280e-06,4.794923409441006e-04,1.849626219332476e-03
12200,2.005173654641508e-06,4.654020353752669e-04,1.797881623504513e-03
12300,2.434526111843288e-06,4.477190086820581e-04,1.730733370199675e-03
12400,2.026925984189078e-06,4.324577459088993e-04,1.667280140644781e-03
12500,2.096378072613954e-06,4.160851839746174e-04,1.607169924352142e-03
12600,1.408578042983934e-06,4.046995694515768e-04,1.559325903558714e-03
12700,1.469128583456943e-06,3.924722960262248e-04,1.509028248120048e-03
12800,1.274202067751012e-06,3.815479059924607e-04,1.467843424114393e-03
12900,1.343341536010822e-06,3.696876287563161e-04,1.419158694891162e-03
13000,1.732648218132925e-06,3.538013091654752e-04,1.361686589165745e-03
13100,1.185577584465329e-06,3.425053529603872e-04,1.316644601895733e-03
13200,1.096842027967493e-06,3.317147153896693e-04,1.274108019856862e-03
13300,1.239412155192815e-06,3.190877244727690e-04,1.232923420122101e-03
13400,9.096315467362285e-07,3.094862154984660e-04,1.191789561259787e-03
13500,7.289416041187806e-07,3.015686779234949e-04,1.160980293078109e-03
13600,8.235364176504884e-07,2.923684295152510e-04,1.124153312954457e-03
13700,7.160091153041832e-07,2.841252839675560e-04,1.092315379506492e-03
13800,6.495336919613576e-07,2.764378859891184e-04,1.059761082920677e-03
13900,8.431140043621404e-07,2.661322454938089e-04,1.019294519358227e-03
14000,7.261218930639371e-07,2.569251207574755e-04,9.826646403033462e-04
14100,5.387082900459402e-07,2.498744421992938e-04,9.559327794778638e-04
14200,6.220503128724691e-07,2.414780065297216e-04,9.208614131760023e-04
14300,6.166144237675110e-07,2.328558943380518e-04,8.903936206129254e-04
14400,5.525480562990266e-07,2.248494476206263e-04,8.580025485405290e-04
14500,4.882893030503942e-07,2.175317533680425e-04,8.300058974933383e-04
14600,4.589067021878299e-07,2.104156428872441e-04,8.039994271468454e-04
14700,3.723686694919074e-07,2.044567038403701e-04,7.817522738049892e-04
14800,3.174186190273108e-07,1.992385925696420e-04,7.612796147714734e-04
14900,4.590676671116883e-07,1.914451836387695e-04,7.339582555875301e-04
15000,4.226564441211383e-07,1.839791110680963e-04,7.056820923815182e-04
15100,3.379368748881560e-07,1.777816919023511e-04,6.823739117835931e-04
15200,2.565695596557825e-07,1.729263795977308e-04,6.627573229382594e-04
15300,2.141071485095799e-07,1.687691580834048e-04,6.442013555667953e-04
15400,2.740413453517152e-07,1.632975940330038e-04,6.219766893735407e-04
15500,2.350500442952710e-07,1.584534988723357e-04,6.015273008083688e-04
15600,2.361447003998514e-07,1.534367571952385e-04,5.822840130191992e-04
15700,1.680571436389936e-07,1.497589819160797e-04,5.675814941029228e-04
15800,1.984526436493506e-07,1.452993028922792e-04,5.496226516452096e-04
15900,1.764686343880022e-07,1.412144440679114e-04,5.324882943985310e-04
16000,2.389864393568537e-07,1.354874332294611e-04,5.114481017464284e-04
16100,2.018659337523921e-07,1.304555219042332e-04,4.946563100952095e-04
16200,1.870261636043793e-07,1.256132049233478e-04,4.752244544480450e-04
16300,1.484109978462504e-07,1.216349590806971e-04,4.587227853959652e-04
16400,1.526755035386577e-07,1.173991696193877e-04,4.413088996236131e-04
16500,1.258252044455913e-07,1.137898604449043e-04,4.275795915339997e-04
16600,1.544337598813271e-07,1.091974671201360e-04,4.104880812716427e-04
16700,1.119452517150253e-07,1.057436587020345e-04,3.966938488228350e-04
16800,1.269282711042004e-07,1.016853142719936e-04,3.814106038363130e-04
16900,9.263989404519917e-08,9.861472200149716e-05,3.719618330855351e-04
17000,7.064303934488310e-08,9.620943877140324e-05,3.621163992353627e-04
17100,6.999394733664576e-08,9.376564592776128e-05,3.526596800720594e-04
17200,8.414890346947853e-08,9.074025456560837e-05,3.421396180504771e-04
17300,7.904315494225544e-08,8.780430025505579e-05,3.300581708688549e-04
17400,8.428877522942358e-08,8.456053989275857e-05,3.189353294258540e-04
17500,7.140900489659907e-08,8.171155491324975e-05,3.084009144931205e-04
17600,7.215408227808424e-08,7.872742500225177e-05,2.975204663744069e-04
17700,4.430055187745261e-08,7.683832302682596e-05,2.898430054777412e-04
17800,4.859153959282972e-08,7.471220247122224e-05,2.816047387142889e-04
17900,5.918707165147476e-08,7.203707192975148e-05,2.712035972891880e-04
18000,5.280064446050309e-08,6.956671956496610e-05,2.611291595382287e-04
18100,4.877287056178013e-08,6.720211997470020e-05,2.522919303920290e-04
18200,4.065286913625810e-08,6.516384767906615e-05,2.443599444646727e-04
18300,4.130682669826142e-08,6.302604565218821e-05,2.364360820130418e-04
18400,3.996146383093631e-08,6.088651008252815e-05,2.288365911776308e-04
18500,4.239192156264669e-08,5.853205135564828e-05,2.197898906163703e-04
18600,3.860398871514366e-08,5.630423715163167e-05,2.116770680275215e-04
18700,3.277048318957554e-08,5.433947284007138e-05,2.045279351738094e-04
18800,1.526389500821651e-08,5.339888792347669e-05,2.003443817716610e-04
18900,2.502031415408382e-08,5.182114786220985e-05,1.946675629514449e-04
19000,2.706095059308399e-08,5.005885360889250e-05,1.880971090025968e-04
19100,2.783736137436972e-08,4.817972705542669e-05,1.810660374002987e-04
19200,2.544778897875465e-08,4.639660574339368e-05,1.735043679839815e-04
19300,1.699452098681151e-08,4.516525882965751e-05,1.689300192189019e-04
19400,1.522326642292457e-08,4.403231462605790e-05,1.641210983011204e-04
19500,2.991799843043796e-08,4.171887427879117e-05,1.571178555277303e-04
19600,1.791132434576553e-08,4.026924710234447e-05,1.520067457584512e-04
19700,2.017675660694887e-08,3.857120598752699e-05,1.459623527602372e-04
19800,1.380102051026883e-08,3.736521001809941e-05,1.416064144977441e-04
19900,1.070340104876117e-08,3.640240539288600e-05,1.378986175092634e-04
20000,1.455066761717059e-08,3.505124627617327e-05,1.332427817716531e-04
